Unique_ID,State,District,Disease,Cases,Deaths,Start_Date,Report_Date,Status,Comments
AS/SNT/2022/23/399,Assam,Sonitpur,Dengue,02,00,03-06-2022,08-06-2022,Under Control,Dengue by IgM ELISA. District RRT
CT/BLD/2022/23/400,Chhattisgarh,Balod,Food Poisoning,3,1,03-06-2022,06-06-2022,Under Control,RRT investigated the outbreak and house to
CT/BLS/2022/23/401,Chhattisgarh,Bilaspur,Food Poisoning,59,1,06-06-2022,10-06-2022,Under Control,deceased case was a 11 years old female. District
CT/JAS/2022/23/402,Chhattisgarh,Jashpur,Diarrheal,12,0,07-06-2022,09-06-2022,Under Control,
GJ/JGH/2022/23/403,Gujarat,Junagadh,Diarrheal,25,0,06-06-2022,06-06-2022,Under Control,House to house survey in the affected area was
JH/RCH/2022/23/407,Jharkhand,Ranchi,Encephalitic,1,0,21-01-2022,08-06-2022,Under Control,Ranchi and was found negative for Japanese
KN/KOL/2022/23/410,Karnataka,Kolar,Food Poisoning,30,00,06-06-22,06-06-22,Under Control,
KN/GAD/2022/23/414,Karnataka,Gadag,Food Poisoning,38,00,10-06-22,Under,Control DPHL,and were found to be fit for drinking.
MH/CND/2022/23/422,Maharashtra,Chandrapur,Malaria,3,1,04-06-2022,06-06-2022,Under Control,
MH/LTR/2022/23/423,Maharashtra,Latur,Diarrheal,21,0,07-06-2022,08-06-2022,Under Control,was found not suitable for potable purpose.
MH/STA/2022/23/424,Maharashtra,Satara,Chikungunya,5,0,03-06-2022,07-06-2022,Under Control,IgM ELISA. District RRT investigated the
MH/YVT/2022/23/425,Maharashtra,Yavatmal,Food poisoning,15,00,06-06-22,08-06-22,Under Control,
NG/LON/2022/23/426,Nagaland,Longleng,Chickenpox,10,0,26-05-2022,10-06-2022,Under Control,"bedding and personal belongings, adequate diet"
OR/KHU/2022/23/429,Odisha,Khordha,Diarrheal,07,00,10-06-22,13-06-22,Under Control,enterogenic pathogen was isolated from stool
RJ/BHL/2022/23/430,Rajasthan,Bhilwara,Diarrheal,160,00,08-06-22,09-06-22,Under Control,
TN/DMP/2022/23/431,Tamil,Nadu,Dharmapuri Diarrheal,26,0,03-06-2022,06-06-2022,Under Control,
TN/TPL/2022/23/432,Tamil,Nadu,Tiruchirappalli Diarrheal,07,00,06-06-2022,07-06-2022,Under Control,stools samples showed no enteropathogenic
TN/TPL/2022/23/433,Tamil,Nadu,Tiruchirappalli Cholera,17,00,06-06-2022,07-06-2022,Under Control,
KN/BGR/2022/23/437,Karnataka,BBMP,Cholera,169,01,31-05-22,District,RRT investigated,the outbreak. House to house
KL/MLP/2022/23/439,Kerala,Malappuram,Shigella,02,00,29-05-22,samples,were collected,"and sent to Microbiology Dept,"
MH/JGA/2022/23/442,Maharashtra,Jalgaon,Chikungunya,9,0,23-05-22,ELISA.,District RRT,investigated the outbreak and fever
TN/TRN/2022/23/443,Tamil,Nadu,Tenkasi Dengue,19,0,20-05-22,positive,for Dengue,by NS1 antigen test. District RRT
DL/DLW/2022/42/827,Delhi,West,Delhi Measles,02,00,20-10-22,20-10-22,Under Control,unknown vaccination status and no travel
JH/LOH/2022/42/828,Jharkhand,Lohardaga,Fever,45,00,15-10-22,17-10-22,Under Control,
JH/SBG/2022/42/829,Jharkhand,Sahebganj,Diarrheal,05,00,18-10-22,19-10-22,Under Control,
KN/KPP/2022/42/830,Karnataka,Koppal,Diarrheal,50,00,16-10-22,18-10-22,Under Control,growth. The outbreak was suspected to be
MH/AGB/2022/42/833,Maharashtra,Aurangabad,Diarrheal,20,00,16-10-22,17-10-22,Under Control,done at village level. Both water samples were
MH/PNE/2022/42/834,Maharashtra,Pune,Dengue,10,00,23-09-22,21-10-22,Under Control,"IgM and sent to NIV Pune, all 10 Samples."
MH/SGL/2022/42/835,Maharashtra,Sangli,Dengue,12,00,20-10-22,20-10-22,Under Control,found positive for dengue IgM at PPR Hospital
KL/PLK/2022/42/838,Kerala,Palakkad,Chickenpox,31,00,12-10-22,samples,collected. District,RRT investigated the
TN/TVR/2022/42/840,Tamil,Nadu,Thiruvarur Diarrheal,11,01,07-10-22,samples,sent to,"DPHL, Mannarkudi which were found to"
KN/TUM/2020/48/483,Karnataka,Tumkur,Chikungunya,30,00,22-11-20,26-11-20,blood samples,collected were positive for
MH/RTG/2020/48/486,Maharashtra,Ratnagiri,Cholera,65,00,23-11-20,24-11-20,samples collected;,5 samples were non potable for
OD/HAV/2020/48/487,Odisha,Subarnapur,Chickenpox,11,00,21-11-20,29-11-20,of fever,with rash. District RRT investigated the
MH/PNE/2020/48/492,Maharashtra,Pune,Chikungunya,07,00,27-10-20,fever,survey done.,All 12 blood samples collected and tested at
MH/STA/2020/48/494,Maharashtra,Satara,Dengue,30,00,04-11-20,blood,samples collected,and tested at Sentinel Lab; 09 samples
CT/NRY/2023/23/488,Chhattisgarh,Narayanpur,Diarrheal,05,00,04-06-2023,05-06-2023,outbreak was,found to be mandiapej (a soup
KN/BAU/2023/23/491,Karnataka,BBMP,Diarrheal,99,00,07-06-23,10-06-23,found NSPP,(not suitable for potable
KN/HAS/2023/23/492,Karnataka,Hassan,Diarrheal,12,00,06-06-23,07-06-23,sample was,found NSPP (not suitable for
KN/KPP/2023/23/494,Karnataka,Koppal,Cholera,34,00,05-06-23,05-06-23,PCR and,specific antisera) and 01 E-coli were
KN/KPP/2023/23/495,Karnataka,Koppal,Gastroenteriti,48,00,06-06-23,07-06-23,District RRT,investigated the outbreak. Health
KN/KPP/2023/23/496,Karnataka,Koppal,Cholera,124,01,06-06-2023,07-06-23,education was,given. Correction of pipeline
KN/KPP/2023/23/497,Karnataka,Koppal,Gastroenteriti,21,00,07-06-23,08-06-23,investigated the,outbreak. Health education
KN/RCR/2023/23/500,Karnataka,Raichur,Diarrheal,21,00,06-06-23,07-06-23,Sample was,found unfit for drinking. District
cases,were,in,the range of,4,58,years,old.,,
GJ/SBK/2023/23/510,Gujarat,Sabarkantha,Measles,16,00,02-05-2023,District,RRT investigated,the outbreak. House to house survey
KN/UDU/2023/23/511,Karnataka,Udupi,Diarrheal,03,02,25-05-23,with,refractory septic,"shock, acute gastroenteritis, Multiple"
KL/ERN/2023/23/512,Kerala,Ernakulam,Dengue,31,00,10-05-23,to,RPH Lab,"Ernakulam, Result was three samples came out to"
GA/PNJ/2019/51/1640,Goa,North,Goa,58,00,21-12-19,21-12-19,done. Cases,"presented with headache, giddiness,"
JH/DHN/2019/51/1642,Jharkhand,Dhanbad,Diarrhoeal,34,00,16-12-19,19-12-19,investigated the,outbreak. Active case search
MH/AKL/2019/51/1648,Maharashtra,Akola,Mumps,26,00,19-12-19,19-12-19,RRT investigated,the outbreak. Serum samples
OR/KLN/2019/51/1651,Odisha,Kalahandi,Chickenpox,08,00,18-12-19,23-12-19,outbreak. Lab,samples collected and result
TN/CUD/2019/51/1654,Tamil,Nadu,Cuddalore Chickenpox,18,00,18-12-19,19-12-19,Keerapalayam. District,RRT investigated the
TN/TNJ/2019/51/1655,Tamil,Nadu,Thanjavur Chickenpox,10,00,19-12-19,23-12-19,Block Thanjavur.,District RRT investigated the
TN/TRN/2019/51/1657,Tamil,Nadu,Tirunelveli Cholera,01,00,20-12-19,23-12-19,outbreak. A,single stool sample collected and sent
CT/JAN/2019/51/1660,Chhattisgarh,Janjgir,Diarrhoea,30,00,11-12-19,house,survey conducted.,The probable reason is
Himachal,Hepatitis,A,& Under total of,05,01,was,found,positive,
JK/KTU/2019/51/1663,Kathua,Hepatitis,A,24,00,09-12-19,"Microbiology,",GMC Jammu.,All 07 blood samples found
KN/BGR/2019/51/1664,Karnataka,Bangalore,Chikungunya,42,00,03-12-19,officials,were informed.,A total of 04 human serum samples
MH/KOP/2019/51/1667,Maharashtra,Kolhapur,Chikungunya,07,0,13-12-19,total,of 08,serum samples collected and sent to SSH CPRH
AS/MAR/2022/49/959,Assam,Marigaon,Diarrheal,15,00,01-12-2022,09-12-2022,education was,given. Active case search was
BH/JAH/2022/49/960,Bihar,Jehanabad,Measles,06,00,07-04-2022,08-12-2022,"IgM ELISA,",where three tested positive for
CT/DHM/2022/49/961,Chhattisgarh,Dhamtari,Diarrheal,103,00,13-10-2022,06-12-2022,was found,in two samples. District RRT
CT/SHM/2022/49/962,Chhattisgarh,Dhamtari,Diarrheal,207,00,19-09-2022,06-12-2022,which 3,water samples were found non potable.
CT/RGR/2022/49/963,Chhattisgarh,Raigarh,Diarrheal,58,00,06-12-2022,06-12-2022,"was given,",health camp organized. Door to
KN/CMN/2022/49/965,Karnataka,Chamarajanagar,Diarrheal,26,00,04-12-22,08-12-22,Diarrhea and,vomiting. Twenty Three water
KN/KOL/2022/49/966,Karnataka,Kolar,Chickenpox,11,00,04-12-22,05-12-22,"Kolar, where",all samples tested positive.
KN/MNY/2022/49/967,Karnataka,Mandya,Fever,36,00,05-12-22,09-12-22,five Blood,Sample collected for Dengue &
KN/RCR/2022/49/968,Karnataka,Raichur,Food Poisoning,18,00,06-12-22,07-12-22,water sample,collected and sent to DSL
KN/RCR/2022/49/970,Karnataka,Raichur,Zika Virus,01,00,15-11-22,09-12-22,"Pune, which",tested positive for zika virus.
KN/TUM/2022/49/971,Karnataka,Tumakuru,Diarrheal,11,00,02-12-22,05-12-22,education on,personal hygiene and sanitation
KL/MLP/2022/49/974,Kerala,Malappuram,Food Poisoning,70,00,29-10-22,09-12-22,tested which,showed presence of coliforms and
KL/MLP/2022/49/975,Kerala,Malappuram,Measles,30,00,13-11-22,09-12-22,samples tested,positive for PCR Measles in
KL/MLP/2022/49/976,Kerala,Malappuram,Measles,28,00,14-11-22,09-12-22,Malappuram. Eleven,samples collected and
KL/TRC/2022/49/979,Kerala,Thrissur,Diarrheal,66,00,24-11-22,10-12-22,positive for,Nontyphoidal Salmonella from
DD/DMN/2022/49/983,Haveli,And,Diarrheal,10,00,12-11-2022,area.,Most probable,chances of Outbreak would be by
MH/KOP/2022/49/984,Maharashtra,Kolhapur,Dengue,32,00,28-10-2022,and,the affected,"area being high risk, as it’s a center area where"
JH/DHN/2022/18/196,Jharkhand,Dhanbad,Measles,08,00,07-05-22,07-05-22,Under Control,
KN/CKM/2022/18/197,Karnataka,Food,Poisoning,51,00,06-05-22,07-05-22,Under Control,
KN/SHI/2022/18/199,Karnataka,Shivamogga,Diarrheal,85,00,07-05-22,07-05-22,Under Control,
KL/ALP/2022/18/200,Kerala,Alappuzha,Food Poisoning,66,00,29-04-22,05-05-22,showed presence,of coliforms. District RRT
KL/WYN/2022/18/202,Kerala,Wayanad,Food Poisoning,13,00,03-05-22,05-05-22,detected. Water,samples were sent to KWA
KL/WYN/2022/18/203,Kerala,Wayanad,Food Poisoning,16,00,02-05-22,03-05-22,Food samples,showed presence of E.coli and
OR/JAJ/2022/18/206,Odisha,Jajpur,Food poisoning,18,00,02-05-22,05-05-22,Completed found,potable for drinking. District RRT
OR/NAB/2022/18/207,Odisha,Nabarangpur,Food poisoning,18,00,05-05-22,06-05-22,Completed,
PB/SAS/2022/18/208,Punjab,S.A.S,Nagar Diarrheal,113,00,25-04-22,02-05-22,Completed,
TN/PUD/2022/18/209,Tamil,Nadu,Pudukkottai Food Poisoning,41,00,05-05-22,09-05-22,Under Control,
TN/TNJ/2022/18/211,Tamil,Nadu,Thanjavur Chickenpox,05,00,03-05-22,04-05-22,Under Control,
TN/TNJ/2022/18/212,Tamil,Nadu,Thanjavur Chickenpox,08,00,03-05-22,04-05-22,Completed,
TN/TMV/2022/18/213,Tamil,Nadu,Food Poisoning,18,00,03-05-22,04-05-22,Completed,
UP/FAT/2022/18/218,Uttar,Pradesh,Fatehpur Chickenpox,03,00,06-05-22,06-05-22,Completed,
WB/MDW/2022/18/219,West,Bengal,Food Poisoning,253,00,02-05-22,02-05-22,sent to,"MMCH, Result awaited. District RRT"
KL/KTM/2022/18/222,Kerala,Kottayam,Food Poisoning,13,00,22-03-22,collected,and sent,for lab analysis. Result awaited. District
PB/KPR/2022/18/223,Punjab,Kapurthala,Diarrheal,11,00,25-04-22,Completed,Kapurthala. Out,of these two water samples showed
CT/BMA/2023/42/1449,Chhattisgarh,Bemetara,Diarrheal,44,0,18-10-23,18-10-23,"diagnosed clinically,",no samples were
HR/PWL/2023/42/1454,Haryana,Palwal,Diphtheria,8,4,19-10-23,19-10-23,Vaccination campaign,was started. Medical
JH/DMK/2023/42/1458,Jharkhand,Dumka,Dengue,9,0,17-10-23,18-10-23,which 3,came positive for Dengue NS1 by
JH/SIM/2023/42/1461,Jharkhand,Simdega,Dengue,49,0,21-10-23,21-10-23,came positive,for Dengue IgM by ELISA.
KN/RCR/2023/42/1464,Karnataka,Raichur,Dengue,27,0,18-10-23,19-10-23,for Dengue,NS1 IgM by ELISA. District RRT
KL/PLK/2023/42/1469,Kerala,Palakkad,Measles,10,0,18-10-23,18-10-23,investigated the,outbreak. House to house
MH/BED/2023/42/1477,Maharashtra,Beed,Dengue,5,1,19-10-23,20-10-23,awareness and,health education given by
MH/BED/2023/42/1478,Maharashtra,Beed,Dengue,5,0,16-10-23,17-10-23,outbreak. Community,awareness and health
MH/DHL/2023/42/1479,Maharashtra,Dhule,Dengue,12,1,17-10-23,17-10-23,awareness and,health education given by
MH/DHL/2023/42/1480,Maharashtra,Dhule,Dengue,18,1,16-10-23,16-10-23,awareness and,health education given by
MH/GAD/2023/42/1481,Maharashtra,Gadchiroli,Dengue,3,1,20-10-23,21-10-23,the outbreak.,Community awareness and
MH/KOP/2023/42/1482,Maharashtra,Kolhapur,Chikungunya,145,0,18-10-23,19-10-23,investigated the,outbreak. Community
OR/KPT/2023/42/1490,Odisha,Koraput,Measles,6,0,19-10-23,20-10-23,survey was,done and Vita. A solution was
OR/SBP/2023/42/1491,Odisha,Sambalpur,Diarrheal,46,0,18-10-23,18-10-23,contamination on,H2S test. On OT test the
TN/CUD/2023/42/1493,Tamil,Nadu,Coimbatore Diarrheal,68,0,15-10-23,16-10-23,Chief Water,"Analysts Laboratory, Coimbatore,"
99H/GPG/2023/42/1495,Bihar,Gopalganj,Typhoid,10,0,04-10-23,"Gopalganj,",out of,which 6 came positive for Salmonella typhi
BH/JAH/2023/42/1496,Bihar,Jehanabad,Measles,10,0,13-09-23,be,positive for,Measles IgM by ELISA. District RRT
KL/ERN/2023/42/1498,Kerala,Ernakulam,Dengue,39,00,02-09-23,positive,for dengue,NS1 Antigen and 5 samples were positive
KL/KOZ/2023/42/1499,Kerala,Kozhikode,Diarrheal,120,00,04-10-23,and,sent to,"CWRDM, KKD for analysis, which showed the"
MH/THN/2023/42/1510,Maharashtra,Thane,Dengue,10,0,11-10-23,outbreak.,Community awareness,and health education given by
AS/NLB/2022/20/275,Assam,Nalbari,Chickenpox,09,00,15-05-22,17-05-22,Under Control,"belongings, adequate diet and plenty of fluids"
AS/UAL/2022/20/276,Assam,Udalguri,Diarrheal,14,00,17-05-22,19-05-22,Under Control,
KL/ALP/2022/20/280,Kerala,Alappuzha,Dengue,07,00,17-05-22,20-05-22,for IgM,ELISA. District RRT investigated the
KL/KTM/2022/20/281,Kerala,Kottayam,Food Poisoning,12,00,18-05-22,21-05-22,investigated the,outbreak. Lab samples were not
KL/PTH/2022/20/283,Kerala,Food,Poisoning,27,00,15-05-22,18-05-22,collected and,sent to RPH Lab. pathogenic
KL/THI/2022/20/284,Kerala,Food,poisoning,05,00,21-05-22,22-05-22,Under Control,food at the family function. House to house
KL/KAS/2022/20/287,Kerala,Kasaragod,Leptospirosis,18,00,21-02-22,21-05-22,Under Control,
KL/WYN/2022/20/288,Kerala,Wayanad,Mumps,36,00,11-02-22,20-05-22,Under Control,
KN/BEL/2022/20/289,Karnataka,Ballari,Diarrheal,22,00,17-05-22,17-05-22,Under Control,found SPP. District RRT investigated the
MH/PNE/2022/20/290,Maharashtra,Pune,Dengue,21,00,16-05-22,17-05-22,Under Control,District RRT investigated the outbreak. Daily
PB/JAL/2022/20/291,Punjab,Jalandhar,Chickenpox,16,00,18-05-22,20-05-22,Under Control,outbreak. Symptomatic treatment was given to
TL/NLN/2022/20/292,Telangana,Nalgonda,Diarrheal,6,00,16-05-22,21-05-22,Under Control,had apparently food at the family function.
TL/NLN/2022/20/293,Telangana,Nalgonda,Food Poisoning,28,00,16-05-22,23-05-22,Under Control,investigated the outbreak. Cases had apparently
UP/LKW/2022/20/294,Uttar,Pradesh,Lucknow Chickenpox,05,00,14-05-22,18-05-22,Under Control,
UP/MRZ/2022/20/295,Uttar,Pradesh,Mirzapur Diarrheal,07,00,18-05-22,20-05-22,Under Control,
UP/MRZ/2022/20/296,Uttar,Pradesh,Mirzapur Diarrheal,05,00,18-05-22,20-05-22,Under Control,area was done. ORS sachets were distributed.
WB/HGL/2022/20/297,West,Bengal,Hooghly Food Poisoning,49,00,22-05-22,23-05-22,,
MH/PNE/2022/20/302,Maharashtra,Pune,Dengue,12,00,23-04-22,Completed,the site,to diagnose early cases. Daily surveillance
MG/JTH/2022/20/304,Meghalaya,West,Jaintia Diarrheal,60,00,01-05-22,Under,Campylobacter jejuni.,District RRT investigated the
BH/SWN/2019/13/0312,Bihar,Siwan,Chickenpox,40,00,28-03-19,30-03-19,investigated the,outbreak. House to house survey
JH/DMK/2019/13/0318,Jharkhand,Dumka,Chickenpox,09,00,29-03-19,29-03-19,samples collected,and sent to Microbiology
JH/GDA/2019/13/0319,Jharkhand,Godda,Measles,11,00,25-03-19,26-03-19,rashes. Out,of 05 serum samples collected and
JH/KUT/2019/13/0320,Jharkhand,Khunti,Chikungunya,23,00,25-03-19,26-03-19,sample was,positive for Chikungunya (IgM
RJ/JUN/2019/13/0325,Rajasthan,Jhunjhunu,Brucellosis,01,00,29-03-19,29-03-19,survey done.,10 cattle blood samples were
UA/ALM/2019/13/0330,Uttarakhand,Almora,Diarrheal,28,00,31-03-19,31-03-19,DPHL Almora;,All stool samples were positive
GJ/BVN/2019/12/0304,Gujrat,Bhavnagar,CCHF,01,00,26-03-19,collected,and sent,"to NIV, Pune; 1 sample of lab technician"
JH/WSI/2019/40/1278,Jharkhand,West,Singhbhum Malaria,42,00,04-10-19,06-10-19,survey done.,Out of 123 blood sample collected;
KN/TUM/2019/40/1280,Karnataka,Tumkur,Chikungunya,31,00,30-09-19,01-10-19,survey done.,Out of 3 serum samples collected; 2
MH/JGA/2019/40/1282,Maharashtra,Jalgaon,Dengue,42,01,27-09-19,03-10-19,sent to,GMC Aurangabad; were positive for
Under,house,survey,done.,06,04,stool,samples,,
MN/MNP/2019/40/1286,Manipur,Imphal,East Dengue,14,00,01-10-19,06-10-19,survey done.,Out of 34 blood samples collected
MN/MNP/2019/40/1287,Manipur,"Kakching,",Scrub Typhus,14,00,01-10-19,06-10-19,done. Out,of 34 blood samples collected and sent
OR/KLN/2019/40/1289,Odisha,Kalahandi,Diarrheal,32,01,30-09-19,03-10-19,water sources,and 5 rectal swab samples collected
OR/GJM/2019/40/1290,Odisha,Ganjam,Diarrheal,113,00,28-09-19,01-10-19,contaminated the,bore well water. 05 rectal swab
TN/ERO/2019/40/1292,Tamil,Nadu,Erode Typhoid,24,00,26-09-19,30-09-19,done. 04,serum samples collected and sent to
TL/MED/2019/40/1293,Telangana,Sangareddy,Dengue,52,00,30-09-19,01-10-19,of 52,blood samples collected and sent to IPM-
CT/SUA/2019/40/1296,Chhattisgarh,Sukma,Dengue?,54,00,16-09-19,House,to house,survey done. Serum samples collected; result
JH/BOK/2019/40/1297,Jharkhand,Bokaro,Dengue,08,00,04-09-19,House,to house,survey done. Serum samples collected; result
KN/BDR/2019/40/1298,Karnataka,Bidar,Chikungunya,44,00,15-09-19,survey,done. Out,of 6 serum samples collected; 3 samples were
MH/PLR/2019/40/1302,Maharashtra,Palaghar,Leptospirosis,01,01,25-09-19,outbreak.,House to,house survey done. 1 serum samples
MH/PNE/2019/40/1303,Maharashtra,Pune,Dengue,82,00,03-08-19,house,survey done.14,"serum samples, were positive for Dengue"
RJ/GGN/2019/40/1304,Rajasthan,Ganganagar,Brucellosis?,03,00,25-09-19,awaited.,5 blood,samples collected from cattle and sent to
WB/SPG/2019/40/1305,West,Bengal,Diarrheal,59,00,20-09-19,collected,and sent,to Kensily Azad Water Testing Lab and 01
HR/AMB/2019/39/1240,Haryana,Ambala,Cholera,53,01,28-09-19,were,collected and,"tested at PGIMER, Chandigarh; 5 samples"
PB/SAS/2019/39/1258,Punjab,Sasnagar,Diarrheal,129,00,03-10-19,&,E. Out,of 25 water samples collected; 10 samples were
KN/ERN/2022/11/074,Karnataka,Haveri,Diarrheal,25,00,17-03-22,18-03-22,Under Control,awaited. District RRT investigated the outbreak.
KL/ERN/2022/11/076,Kerala,Idukki,Chickenpox,17,00,10-03-22,15-03-22,Under Control,
KL/ERN/2022/11/077,Kerala,Ernakulam,Diarrheal,16,00,11-03-22,22-03-22,stool samples,were sent to RPH Lab Ernakulam.
OR/KPT/2022/11/080,Odisha,Koraput,Diarrheal,41,00,22-03-22,22-03-22,Under Control,
TN/KRI/2022/11/081,Tamil,Nadu,Krishnagiri,07,00,18-03-22,21-03-22,Under Control,water showed no growth of any organism.
TN/TNJ/2022/11/083,Tamil,Nadu,Thanjavur Scrub Typhus,35,00,16-03-22,18-03-22,,
TN/VEL/2022/11/084,Tamil,Nadu,Ranipet Chickenpox,07,00,17-03-22,18-03-22,Under Control,samples were sent for lab analysis. House to
TL/MUD/2022/11/085,Telangana,Mahabubabad,Food Poisoning,56,00,15-03-22,16-03-22,Under Control,
UP/PRT/2022/11/086,Uttar,Pradesh,Pratapgarh Food Poisoning,49,00,14-03-22,16-03-22,Symptomatic treatment,was given to all the
CT/RGR/2023/46/1634,Chhattisgarh,Raigarh,Diarrheal,127,0,19-11-23,19-11-23,outbreak. All,the cases developed the
CT/RGR/2023/46/1635,Chhattisgarh,Raigarh,Diarrheal,18,0,11-11-23,14-11-23,"Laboratory, Gharghoda.",District RRT
KL/KOA/2023/46/1641,Kerala,Kollam,Diarrheal,14,0,13-11-23,13-11-23,outbreak. All,the cases consumed food at a
KL/THI/2023/46/1644,Kerala,Zika,Virus,1,0,13-11-23,14-11-23,outbreak. Cases,were treated with supportive
OR/DEO/2023/46/1648,Odisha,Deogarh,Diarrheal,38,0,13-11-23,13-11-23,developed the,symptoms after having food in a
TN/VIR/2023/46/1649,Tamil,Nadu,Virudhunagar Leptospirosis,13,0,14-11-23,15-11-23,Group of,the affected cases were 3-19 years.
KN/BEL/2023/13/253,Karnataka,Ballari,Diarrheal,95,00,27-03-2023,30-03-2023,for potable,purpose by H2S method. No
KN/CMN/2023/13/256,Karnataka,Chamarajanagar,Chickenpox,14,00,27-03-2023,31-03-2023,Bengaluru. Of,"these, two oropharyngeal"
WB/HGL/2023/13/258,West,Bengal,Hooghly Diarrheal,57,00,26-03-23,26-03-23,four rectal,"swab samples sent to NICED,"
WB/SPG/2023/13/259,West,Bengal,Diarrheal,50,00,26-03-23,28-03-23,Three rectal,swab and two vomitus samples
BH/MBN/2023/13/260,Bihar,Madhubani,Chickenpox,28,00,24-01-2023,Varicella,zoster virus,by IgM ELISA. The affected age group
MH/PNE/2023/13/263,Maharashtra,Pune,Measles,08,00,19-01-2023,suspected,cases were,done. Follow up of suspected cases and
JK/SHP/2020/35/414,Shopian,Hepatitis,A,08,00,22-08-20,26-08-20,water samples,were found unsatisfactory for
PN/PON/2020/35/416,Puducherry,Puducherry,Scrub Typhus,01,00,29-08-20,29-08-20,officials were,informed. Case presented with
AS/KOK/2020/35/418,Assam,Kokrajhar,Encephalitis,02,00,12-07-20,presented,"with fever,",headache and altered sensorium. A total
UP/FAT/2020/35/419,Uttar,Pradesh,Fatehpur Dengue,07,00,11-08-20,informed.,House to,house survey conducted. Cases presented
